,Field Name,Description,FHIR Resource,Coverage / Claim Type,fhirPath,example,notes,sourceView,sourceColumn,bfdDerived,sources,referenceTable,cclfMapping,ccwMapping,profiles
308,Carrier MTUS Count,"(1) The count of the total units associated with services needing unit reporting such as transportation, miles, anesthesia time units, number of services, volume of oxygen, or blood units. This is a line item field on the carrier claim (non-DMERC) and is used for both allowed and denied services. Note: For anesthesia (MTUS indicator = 2) this field should be reported in time unit intervals, i.e., 15-minute intervals or fraction thereof. It appears that some carriers are reporting minutes instead of time units. [NCH] (2) Effective with NCH version G, the count of the total units associated with the DMERC line item service needing unit reporting, including number of services, volume of oxygen, and drug dose. [NCH]",ExplanationOfBenefit,"['Carrier', 'DME']",ExplanationOfBenefit.item.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/CLM-LINE-PRFNL-MTUS-CNT').value,3.1,"For processing claims, this is not populated. Refer to CLM_LINE.CLM_LINE_SRVC_UNIT_QTY for the line item service unit quantity.",V2_MDCR_CLM_LINE_PRFNL,CLM_LINE_PRFNL_MTUS_CNT,,['NCH'],,,"['CARR_LINE_MTUS_CNT', 'DMERC_LINE_MTUS_CNT']",['CMS']
309,Line Pricing Locality Code,Code denoting the carrier-specific locality used for pricing the service for this line item on the carrier claim (non-DMERC). [NCH],ExplanationOfBenefit,"['Carrier', 'DME']",ExplanationOfBenefit.item.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/CLM-PRCNG-LCLTY-CD').value.code,42,,V2_MDCR_CLM_LINE_PRFNL,CLM_PRCNG_LCLTY_CD,,['NCH'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-PRCNG-LCLTY-CD,,"['CARR_LINE_PRCNG_LCLTY_CD', 'DMERC_LINE_PRCNG_STATE_CD']","['CMS', 'Basis', 'Regular']"
310,Reduced Payment Physician Assistant Code,"Effective 1/92, identification of claims that have been paid a reduced fee schedule amount (65%, 75%, or 85%) because a physician's assistant performed the services.",ExplanationOfBenefit,['Carrier'],ExplanationOfBenefit.item.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/CLM-PHYSN-ASTNT-CD').value.code,1,,V2_MDCR_CLM_LINE_PRFNL,CLM_PHYSN_ASTNT_CD,,['NCH'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-PHYSN-ASTNT-CD,,['CARR_LINE_RDCD_PMT_PHYS_ASTN_C'],['CMS']
311,HPSA Scarcity Code,A code used to track the Health Professional Shortage Area (HPSA) and Physician Scarcity Area (PSA) related bonus payments on Part B professional claims. Reference table: CLM_CARR_HPSA_SCRCTY_CD,ExplanationOfBenefit,['Carrier'],ExplanationOfBenefit.item.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/CLM-LINE-CARR-HPSA-SCRCTY-CD').value.code,1,,V2_MDCR_CLM_LINE_PRFNL,CLM_LINE_CARR_HPSA_SCRCTY_CD,,"['MCS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-LINE-CARR-HPSA-SCRCTY-CD,['CCLFB.CLM_LINE_CARR_HPSA_SCRCTY_CD'],['HPSA_SCRCTY_IND_CD'],['CMS']
312,Line Primary Payer Code,A code identifying the coverage type of the primary payer when Medicare is the secondary payer at the claim line as defined by the Common Working File (CWF). Reference table: CLM_PRMRY_PYR_CD,ExplanationOfBenefit,"['Carrier', 'DME']",ExplanationOfBenefit.item.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/CLM-PRMRY-PYR-CD').value.code,H,,V2_MDCR_CLM_LINE_PRFNL,CLM_PRMRY_PYR_CD,,['NCH'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-PRMRY-PYR-CD,"['CCLF5.CLM_LINE_PRMRY_PYR_CD', 'CCLF6.CLM_PRMRY_PYR_CD']",['LINE_BENE_PRMRY_PYR_CD'],['CMS']
313,CMS Service Type Code,"Type of service as defined in the HCFA Medicare Carrier Manual, for this line item on the non-institutional claim. (NCH)",ExplanationOfBenefit,"['Carrier', 'DME']",ExplanationOfBenefit.item.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/CLM-FED-TYPE-SRVC-CD').value.code,D,,V2_MDCR_CLM_LINE_PRFNL,CLM_FED_TYPE_SRVC_CD,,"['NCH', 'VMS']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-FED-TYPE-SRVC-CD,"['CCLF5.CLM_FED_TYPE_SRVC_CD', 'CCLF6.CLM_FED_TYPE_SRVC_CD']",['LINE_CMS_TYPE_SRVC_CD'],['CMS']
314,Payment Code,"The code indicating that the amount shown in the payment field on the non-institutional line item represents either 80% or 100% of the allowed charges less any deductible, or 100% limitation of liability only.",ExplanationOfBenefit,"['Carrier', 'DME']",ExplanationOfBenefit.item.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/CLM-PMT-80-100-CD').value.code,3,,V2_MDCR_CLM_LINE_PRFNL,CLM_PMT_80_100_CD,,"['MCS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-PMT-80-100-CD,,['LINE_PMT_80_100_CD'],['CMS']
315,Processing Indicator Code,"The code indicating the reason a line item on the noninstitutional claim was allowed or denied. Note 2: Effective 4/1/02, this field was expanded to two bytes to accommodate new values. The NCH nearline file did not expand the current 1-byte field but instituted a crosswalk of the 2-byte field to the 1-byte character value. See table of codes for the crosswalk. [NCH]",ExplanationOfBenefit,"['Carrier', 'DME']",ExplanationOfBenefit.item.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/CLM-PRCSG-IND-CD').value.code,J,,V2_MDCR_CLM_LINE_PRFNL,CLM_PRCSG_IND_CD,,['NCH'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-PRCSG-IND-CD,"['CCLF5.CLM_PRCSG_IND_CD', 'CCLF6.CLM_PRCSG_IND_CD']",['LINE_PRCSG_IND_CD'],['CMS']
316,Service Deductible Code,A value identifying whether a service line is subject to the deductible. Reference table: CLM_SRVC_DDCTBL_SW,ExplanationOfBenefit,"['Carrier', 'DME']",ExplanationOfBenefit.item.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/CLM-SRVC-DDCTBL-SW').value.code,0,,V2_MDCR_CLM_LINE_PRFNL,CLM_SRVC_DDCTBL_SW,,"['MCS', 'NCH', 'VMS']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-SRVC-DDCTBL-SW,,['LINE_SERVICE_DEDUCTIBLE'],"['Basis', 'Regular', 'CMS']"
317,Provider Speciality Code,A code identifying the Centers for Medicare and Medicaid Services (CMS) specialty of a provider or supplier. For example: 11 = Internal medicine. 49 = Ambulatory surgical center. Reference table: CLM_PRVDR_SPCLTY_CD,ExplanationOfBenefit,['Carrier'],ExplanationOfBenefit.item.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/CLM-PRVDR-SPCLTY-CD').value.code,11,,V2_MDCR_CLM_LINE_PRFNL,CLM_PRVDR_SPCLTY_CD,,"['MCS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-PRVDR-SPCLTY-CD,['CCLF5.CLM_PRVDR_SPCLTY_CD'],['PRVDR_SPCLTY'],['CMS']
318,Screen Savings Amount,Prior to NCH version H this field was named: CWFB_DME_SCRN_SVGS_AMT and the field size was S9(5)V99. [NCH],ExplanationOfBenefit,['DME'],ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_LINE_DMERC_SCRN_SVGS_AMT')).amount.value,15.11,,V2_MDCR_CLM_LINE_PRFNL,CLM_LINE_DMERC_SCRN_SVGS_AMT,,"['NCH', 'VMS']",,,['DMERC_LINE_SCRN_SVGS_AMT'],['CMS']
319,Supplier Type Code,The type of supplier.,ExplanationOfBenefit,['DME'],ExplanationOfBenefit.item.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/CLM-PRVDR-TYPE-CD').value.code,0,,V2_MDCR_CLM_LINE_PRFNL,CLM_SUPLR_TYPE_CD,,"['NCH', 'VMS']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-PRVDR-TYPE-CD,,['DMERC_LINE_SUPPLR_TYPE_CD'],"['Basis', 'Regular', 'CMS']"
320,Purchase Price Amount,"Effective 5/92, the amount representing the lower of fee schedule for purchase of new or used DME, or actual charge. In case of rental DME, this amount represents the purchase cap; rental payments can only be made until the cap is met. This line item field is applicable to non-institutional claims involving DME, prosthetic, orthotic and supply items, immunosuppressive drugs, PEN, ESRD, and oxygen items referred to as DMEPOS. [NCH]",ExplanationOfBenefit,"['Carrier', 'DME']",ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_LINE_PRFNL_DME_PRICE_AMT')).amount.value,11.5,,V2_MDCR_CLM_LINE_PRFNL,CLM_LINE_PRFNL_DME_PRICE_AMT,,"['NCH', 'VMS']",,,['LINE_DME_PRCHS_PRICE_AMT'],
321,Claim Adjustment Type Code,A code identifying the type of adjustment record represented on a claim or encounter. Reference table: CLM_ADJSTMT_TYPE_CD,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_ADJSTMT_TYPE_CD').exists()).code.coding.code,0,,V2_MDCR_CLM,CLM_ADJSTMT_TYPE_CD,,"['FISS', 'MCS', 'NCH', 'VMS']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-ADJSTMT-TYPE-CD,"['CCLF1.CLM_ADJSMT_TYPE_CD', 'CCLF5.CLM_ADJSMT_TYPE_CD', 'CCLF6.CLM_ADJSMT_TYPE_CD']",,"['Basis', 'Regular', 'CMS']"
322,Beneficiary Interest Paid Amount,An amount identifying the interest paid to a beneficiary due to a delay in the payment of a claim.,ExplanationOfBenefit,"['Carrier', 'DME']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_BENE_INTRST_PD_AMT')).amount.value,,,V2_MDCR_CLM,CLM_BENE_INTRST_PD_AMT,,"['MCS', 'VMS']",,,,['CMS']
323,Beneficiary Coinsurance Amount,An amount identifying the portion of cost that is the responsibility of a beneficiary for payment.,ExplanationOfBenefit,"['Carrier', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_BENE_PMT_COINSRNC_AMT')).amount.value,,,V2_MDCR_CLM,CLM_BENE_PMT_COINSRNC_AMT,,['MCS'],,,,"['Regular', 'CMS']"
324,Blood Charge Amount,An amount identifying the total charge for blood usage.,ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_BLOOD_CHRG_AMT')).amount.value,10.01,"This field is not populated as a discrete field in processing institutional claims. To calculate the total blood charge amount, sum the submitted charge amounts line items with revenue center codes 038X.",V2_MDCR_CLM,CLM_BLOOD_CHRG_AMT,,['NCH'],,,,['CMS']
325,Blood Noncovered Charge Amount,An amount identifying the total non-covered charge for blood usage.,ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_BLOOD_NCVRD_CHRG_AMT')).amount.value,10.02,"This field is not populated as a discrete field in processing institutional claims. To calculate the noncovered blood charge amount, sum the noncovered charge amounts line items with revenue center codes 038X.",V2_MDCR_CLM,CLM_BLOOD_NCVRD_CHRG_AMT,,['NCH'],,,,['CMS']
326,Coordination of Benefits Patient Responsibility Amount,An amount identifying a beneficiary's patient responsibility on a Coordination of Benefits (COB) claim.,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_COB_PTNT_RESP_AMT')).amount.value,95.01,,V2_MDCR_CLM,CLM_COB_PTNT_RESP_AMT,,['FISS'],,,,['CMS']
327,Other Third Party Payer Paid Amount,An amount identifying how much was paid by a third party payer.,ExplanationOfBenefit,['DME'],ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_OTHR_TP_PD_AMT')).amount.value,,,V2_MDCR_CLM,CLM_OTHR_TP_PD_AMT,,['VMS'],,,,"['Regular', 'CMS']"
328,Provider Interest Paid Amount,An amount identifying the interest paid to a provider due to the late processing of a claim.,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_PRVDR_INTRST_PD_AMT')).amount.value,,,V2_MDCR_CLM,CLM_PRVDR_INTRST_PD_AMT,,"['FISS', 'MCS', 'VMS']",,,,['CMS']
329,Provider Obligation To Accept as Full Amount,An amount identifying a provider's obligation to accept in full (OTAF) from Medicare as payment. A beneficiary cannot be charged for any amount exceeding the OTAF total.,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_PRVDR_OTAF_AMT')).amount.value,,,V2_MDCR_CLM,CLM_PRVDR_OTAF_AMT,,"['FISS', 'MCS', 'VMS']",,,,['CMS']
330,Remaining Amount to Provider,"An amount identifying how much payment is still owed to a provider minus prior payments, offsets, or adjustments on a claim.",ExplanationOfBenefit,"['DME', 'HHA', 'Outpatient']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_PRVDR_RMNG_DUE_AMT')).amount.value,11.18,,V2_MDCR_CLM,CLM_PRVDR_RMNG_DUE_AMT,,"['FISS', 'VMS']",,,,['CMS']
331,Total Contractual Amount Discrepancy,An amount identifying the portion of a charge that exceeds the maximum allowable amount or a contracted fee arrangement for a service.,ExplanationOfBenefit,"['Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_TOT_CNTRCTL_AMT')).amount.value,10.08,,V2_MDCR_CLM,CLM_TOT_CNTRCTL_AMT,,['FISS'],,,,['CMS']
332,Final Standardized Payment Amount,"A monetary amount signifying the final standard payment amount for hospitals paid under the Inpatient Prospective Payment Systems (IPPS), Maryland hospitals, and home health agencies.",ExplanationOfBenefit,"['HHA', 'Inpatient']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_FINL_STDZD_PYMT_AMT')).amount.value,98.44,,V2_MDCR_CLM_INSTNL,CLM_FINL_STDZD_PYMT_AMT,,"['FISS', 'NCH']",,,,['CMS']
333,Hospital Acquired Condition Reduction Amount,"Section 3008 of the Patient Protection and Affordable Care Act (ACA) established the Hospital-Acquired Condition (HAC) Reduction Program. Effective beginning fiscal year (FY) 2015 (discharges beginning on October 1, 2014), the HAC Reduction Program requires the Secretary of the Department of Health and Human Services to adjust payments to applicable hospitals that rank in the worst-performing quartile of all subsection (D) hospitals with respect to risk-adjusted HAC quality measures. These hospitals will have their payments reduced to 99 percent of what would otherwise have been paid for such discharges.",ExplanationOfBenefit,['Inpatient'],ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_HAC_RDCTN_PYMT_AMT')).amount.value,10.01,,V2_MDCR_CLM_INSTNL,CLM_HAC_RDCTN_PYMT_AMT,,"['FISS', 'NCH']",,,,['CMS']
334,Blended Payment Amount,"For hospitals participating in BPCI Model 1, this field represents the amount the claim was reduced by.",ExplanationOfBenefit,['Inpatient'],ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_HIPPS_MODEL_BNDLD_PYMT_AMT')).amount.value,,,V2_MDCR_CLM_INSTNL,CLM_HIPPS_MODEL_BNDLD_PMT_AMT,,"['FISS', 'NCH']",,,,['CMS']
335,Readmission Reduction Amount,This field represents the Hospital Readmission Reduction Program amount. This is a reduction to the claim for readmissions.,ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_HIPPS_READMSN_RDCTN_AMT')).amount.value,10.03,,V2_MDCR_CLM_INSTNL,CLM_HIPPS_READMSN_RDCTN_AMT,,"['FISS', 'NCH']",,,,['CMS']
336,HIPPS Value Based Purchasing Amount,"This field represents the Hospital Value Based Purchasing amount. This could be an additional payment on the claim or a reduction, depending on the hospital's score.",ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_HIPPS_VBP_AMT')).amount.value,10.04,,V2_MDCR_CLM_INSTNL,CLM_HIPPS_VBP_AMT,,"['FISS', 'NCH']",,,,['CMS']
337,Low Volume Payment Amount,A payment adjustment given to hospitals to account for the higher costs per discharge for low-income hospitals under the Inpatient Prospective Payment System (IPPS).,ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_INSTNL_LOW_VOL_PMT_AMT')).amount.value,10.05,,V2_MDCR_CLM_INSTNL,CLM_INSTNL_LOW_VOL_PMT_AMT,,['NCH'],,,,['CMS']
338,First Year Rate Amount,"Effective with NCH version H, the charge for each day of coinsurance during the first year in the bill (used for internal CWFMQA editing purposes). Note: Beginning with NCH weekly process date 10/3/97 this field was populated with data. Claims processed prior to 10/3/97 should contain zeroes in this field. Exception: During the NCH version H conversion invalid data may have been populated for prior periods. Disregard any data present in this field on claims with NCH weekly process date earlier than 10/3/97. [NCH]",ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_MDCR_IP_1ST_YR_RATE_AMT')).amount.value,10.06,,V2_MDCR_CLM_INSTNL,CLM_MDCR_IP_1ST_YR_RATE_AMT,,['NCH'],,,,['CMS']
339,Second Year Rate Amount,"Effective with NCH version H, the charge for each day of coinsurance during the second year in a bill which spans two years (used for internal CWFMQA editing purposes). Note: Beginning with NCH weekly process date 10/3/97 this field was populated with data. Claims processed prior to 10/3/97 should contain zeroes in this field. Exception: During the NCH version H conversion invalid data may have been populated for prior periods. Disregard any data in this field on claims with NCH weekly process date earlier than 10/3/97. [NCH]",ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_MDCR_IP_SCND_YR_RATE_AMT')).amount.value,10.07,,V2_MDCR_CLM_INSTNL,CLM_MDCR_IP_SCND_YR_RATE_AMT,,['NCH'],,,,['CMS']
340,Maryland Waiver Standardized Amount,The standardized amount produced by Pricer for an Inpatient Prospective Payment System (IPPS) and Maryland waiver hospital claim.,ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_PPS_MD_WVR_STDZD_VAL_AMT')).amount.value,10.08,,V2_MDCR_CLM_INSTNL,CLM_PPS_MD_WVR_STDZD_VAL_AMT,,"['FISS', 'NCH']",,,,['CMS']
341,Site-Neutral Cost-Based Payment Amount,"Section 1206(a) of Public Law 113-67 amended Section 1886(m) of the Act to establish patient-level criteria for payments under the LTCH PPS (Long Term Care Hospital Prospective Payment System) for implementation beginning for cost reporting periods beginning on or after October 1, 2015. The site-neutral cost amount will be paid for patients discharged from the LTCH that do not meet criteria to be paid at the standard LTCH PPS amount.",ExplanationOfBenefit,['Inpatient'],ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_SITE_NTRL_CST_BSD_PYMT_AMT')).amount.value,10.09,,V2_MDCR_CLM_INSTNL,CLM_SITE_NTRL_CST_BSD_PYMT_AMT,,"['FISS', 'NCH']",,,,['CMS']
342,Site-Neutral IPPS Payment Amount,"Section 1206(a) of Public Law 113-67 amended Section 1886(m) of the Act to establish patient-level criteria for payments under the LTCH PPS (Long Term Care Hospital Prospective Payment System) for implementation beginning for cost reporting periods beginning on or after October 1, 2015. The site-neutral Inpatient Prospective Payment System (IPPS) amount will be paid for patients discharged from the LTCH that do not meet criteria to be paid at the standard LTCH PPS amount.",ExplanationOfBenefit,['Inpatient'],ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_SITE_NTRL_IP_PPS_PYMT_AMT')).amount.value,10.1,,V2_MDCR_CLM_INSTNL,CLM_SITE_NTRL_IP_PPS_PYMT_AMT,,"['FISS', 'NCH']",,,,['CMS']
343,Short Stay Outlier Payment Amount,This is the short stay outlier (SSO) payment amount.,ExplanationOfBenefit,['Inpatient'],ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_SS_OUTLIER_STD_PYMT_AMT')).amount.value,10.11,,V2_MDCR_CLM_INSTNL,CLM_SS_OUTLIER_STD_PYMT_AMT,,"['FISS', 'NCH']",,,,['CMS']
344,Provider Account Receivable Offset Amount,Provider Account Receivable Offset Amount,ExplanationOfBenefit,"['Carrier', 'DME']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_PRVDR_ACNT_RCVBL_OFST_AMT')).amount.value,19,,V2_MDCR_CLM_PRFNL,CLM_PRVDR_ACNT_RCVBL_OFST_AMT,,"['MCS', 'VMS']",,,,['CMS']
345,Provider Obligation To Accept as Full Amount,An amount identifying a provider's obligation to accept in full (OTAF) from Medicare as payment. A beneficiary cannot be charged for any amount exceeding the OTAF total.,ExplanationOfBenefit,"['Carrier', 'DME', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_LINE_OTAF_AMT')).amount.value,,,V2_MDCR_CLM_LINE,CLM_LINE_OTAF_AMT,,"['FISS', 'MCS', 'NCH', 'VMS']",,,,['CMS']
346,Claim Related Condition Code,A related condition that has within some set of claims.,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(code.coding.system='https://bluebutton.cms.gov/fhir/CodeSystem/CLM-RLT-COND-CD').code.coding.code,,One signature can correspond to many codes.,V2_MDCR_CLM,CLM_RLT_COND_SGNTR_SK,,"['FISS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-RLT-COND-CD,['CCLFA.CLM_RLT_COND_CD'],,['CMS']
347,Add On Payment Amount,The new patient or initial Medicare visit add-on payment amount of the Federally Qualified Health Center (FQHC) claim.,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_LINE_ADD_ON_PYMT_AMT')).amount.value,,,V2_MDCR_CLM_LINE_INSTNL,CLM_LINE_ADD_ON_PYMT_AMT,,"['FISS', 'NCH']",,,,['CMS']
348,Non-EHR Reduction Amount,This field identifies the payment reduction amount for hospitals that are not meaningful users of certified Electronic Health Record (EHR) technology.,ExplanationOfBenefit,['Inpatient'],ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_LINE_NON_EHR_RDCTN_AMT')).amount.value,11.12,,V2_MDCR_CLM_LINE_INSTNL,CLM_LINE_NON_EHR_RDCTN_AMT,,['FISS'],,,,['CMS']
349,Transitional Drug Add-On Payment Adjustment,"A monetary amount signifying the Transitional Drug Add-On Payment Adjustment (TDAPA) for End Stage Renal Disease (ESRD) claims for injectable, intravenous, and oral calcimimetics when reported with an AX modifier.",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_REV_CNTR_TDAPA_AMT')).amount.value,,,V2_MDCR_CLM_LINE_INSTNL,CLM_REV_CNTR_TDAPA_AMT,,"['FISS', 'NCH']",,,,['CMS']
350,Carrier Clinical Charge Amount,Fee schedule charge amount applied for the line item clinical laboratory service on the carrier claim (non-DMERC).,ExplanationOfBenefit,['Carrier'],ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_LINE_CARR_CLNCL_CHRG_AMT')).amount.value,11.11,,V2_MDCR_CLM_LINE_PRFNL,CLM_LINE_CARR_CLNCL_CHRG_AMT,,"['MCS', 'NCH']",,,,['CMS']
351,Therapy Amount Applied to Limit,"For type of service psychiatric, occupational therapy, or physical therapy, the amount of allowed charges applied toward the limit cap for this line item service on the noninstitutional claim. [NCH]",ExplanationOfBenefit,['Carrier'],ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_LINE_CARR_PSYCH_OT_LMT_AMT')).amount.value,11.12,,V2_MDCR_CLM_LINE_PRFNL,CLM_LINE_CARR_PSYCH_OT_LMT_AMT,,"['MCS', 'NCH']",,,,['CMS']
352,Professional Interest Amount,Amount of interest to be paid for this line item service on the non-institutional claim. Note: This is not included in the line item NCH payment (reimbursement) amount.,ExplanationOfBenefit,"['Carrier', 'DME']",ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_LINE_PRFNL_INTRST_AMT')).amount.value,11.13,,V2_MDCR_CLM_LINE_PRFNL,CLM_LINE_PRFNL_INTRST_AMT,,"['MCS', 'NCH', 'VMS']",,,,['CMS']
353,Line Primary Payer Allowed Amount,Line primary payer allowed charge amount.,ExplanationOfBenefit,"['Carrier', 'DME']",ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_MDCR_PRMRY_PYR_ALOWD_AMT')).amount.value,11.14,,V2_MDCR_CLM_LINE_PRFNL,CLM_MDCR_PRMRY_PYR_ALOWD_AMT,,"['MCS', 'NCH', 'VMS']",,,,['CMS']
