,Field Name,Description,FHIR Resource,Coverage / Claim Type,fhirPath,example,notes,sourceView,sourceColumn,bfdDerived,sources,referenceTable,cclfMapping,ccwMapping,profiles
120,Provider Payment Amount,"(1) EFFECTIVE WITH NCH VERSION H, THE PAYMENT MADE TO THE PROVIDER FOR THE LINE ITEM SERVICE ON THE NONINSTITUTIONAL CLAIM.  NOTE:  BEGINNING WITH NCH WEEKLY PROCESS DATE 10/3/97 THIS FIELD WAS POPULATED WITH DATA. CLAIMS PROCESSED PRIOR TO 10/3/97 WILL CONTAIN ZEROES IN THIS FIELD.[NCH]  (2) EFFECTIVE WITH VERSION I, THE AMOUNT PAID TO THE PROVIDER FOR THE SERVICES REPORTED ON THE LINE ITEM.  NOTE1:  THIS FIELD IS POPULATED FOR THOSE CLAIMS THAT ARE REQUIRED TO PROCESS THROUGH OUTPATIENT PPS PRICER.  THE TYPE OF BILLS (TOB) REQUIRED TO PROCESS THROUGH ARE: 12X, 13X, 14X (EXCEPT MARYLAND PROVIDERS, INDIAN HEALTH PROVIDERS, HOSPITALS LOCATED IN AMERICAN SAMOA, GUAM AND SAIPAN AND CRITICAL ACCESS HOSPITALS (CAH)); 76X; 75X AND 34X IF CERTAIN HCPCS ARE ON THE BILL; AND ANY OUTPATIENT TYPE OF BILL WITH A CONDITION CODE 07 AND CERTAIN HCPCS.  THESE CLAIM TYPES COULD HAVE LINES THAT ARE NOT REQUIRED TO PRICE UNDER OPPS RULES SO THOSE LINES WOULD NOT HAVE DATA IN THIS FIELD.  ADDITIONAL EXCEPTION:  VIRGIN ISLAND HOSPITALS AND HOSPITALS THAT FURNISH ONLY INPATIENT PART B SERVICES WITH DATES OF SERVICE 1/1/02 AND FORWARD.   ANAMOLY: FOR DATES OF SERVICE AUGUST 1, 2000 TO THE PRESENT, THE OPPS REVENUE CENTER FIELDS ARE BEING PROCESSED DIFFERENTLY BY FISS AND APASS (STANDARD SYSTEMS). FOR MORE INFORMATION ON OPPS DATA PROBLEMS FOR THIS TIME PERIOD SEE LIMITATIONS APPENDIX.  THE FOLLOWING IS HOW EACH SYSTEM HANDLES THIS FIELD:  FISS:  POPULATED CORRECTLY WITH PROVIDER PAYMENT AMOUNT  APASS: PROVIDER PAYMENT AMOUNT PLUS INTEREST ON 1ST REVENUE CENTER LINE (CMM WILL INSTRUCT APASS NOT TO INCLUDE INTEREST)  CURRENTLY, THE FOLLOWING FI NUMBERS ARE UNDER THE APASS SYSTEM AND ALL OTHER FI NUMBERS ARE UNDER FISS.  SEE FI_NUM TABLE OF CODES FOR ALL FI NUMBERS.  52280 -- MUTUAL OF OMAHA (UNTIL 6/1/2003)  00430 -- WASHINGTON/ALASKA (UNTIL 11/1/2003)  00310 -- NORTH CAROLINA BC (UNTIL 12/1/2003)  00370 -- RHODE ISLAND (UNTIL 2/1/2004)  00270 -- NEW HAMPSHIRE/VERMONT (UNTIL 3/1/2004)  00181 -- MAINE/MASSACHUSETTS (UNTIL 5/1/2004)  NOTE2:  IT HAS BEEN DISCOVERED THAT THIS FIELD MAY BE POPULATED WITH DATA ON CLAIMS WITH DATES OF SERVICE PRIOR TO 7/00 (IMPLEMENTATION OF CLAIM LINE EXPANSION OPPS/HHPPS).  THE ORIGINAL UNDERSTANDING OF THE NEW REVENUE CENTER FIELDS WAS THAT DATA WOULD BE POPULATED ON CLAIMS WITH DATES OF SERVICE 7/00 AND FORWARD.  DATA HAS BEEN FOUND IN CLAIMS WITH DATES OF SERVICE PRIOR TO 7/00 BECAUSE THE STANDARD SYSTEMS HAVE PROCESSED ANY CLAIM COMING IN 7/00 AND AFTER, MEETING THE ABOVE CRITERIA, THROUGH THE OUTPATIENT CODE EDITOR (OCE) REGARDLESS OF THE DATES OF SERVICE. [NCH]",ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_LINE_PRVDR_PMT_AMT')).amount.value,11.15,,V2_MDCR_CLM_LINE,CLM_LINE_PRVDR_PMT_AMT,,"['FISS', 'MCS', 'NCH', 'VMS']",,,"['LINE_PRVDR_PMT_AMT', 'REV_CNTR_PRVDR_PMT_AMT']",['CMS']
121,Patient Responsibility Payment Amount,"AN AMOUNT IDENTIFYING THE PAYMENT MADE BY A BENEFICIARY FOR A DETAIL LINE OF SERVICE ON A CLAIM.  NOTE: FOR PART D, THIS AMOUNT COUNT TOWARDS A BENEFICIARYS TRUE-OUT-OF-POCKET (TROOP) COST.",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_LINE_BENE_PMT_AMT')).amount.value,17.99,,V2_MDCR_CLM_LINE,CLM_LINE_BENE_PMT_AMT,,['NCH'],,,['REV_CNTR_PTNT_RSPNSBLTY_PMT'],"['Regular', 'CMS']"
122,Beneficiary Paid Amount,AN AMOUNT IDENTIFYING THE PAYMENT MADE TO A BENEFICIARY FOR A DETAIL LINE OF SERVICE.,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_LINE_BENE_PD_AMT')).amount.value,13.22,,V2_MDCR_CLM_LINE,CLM_LINE_BENE_PD_AMT,,"['FISS', 'MCS', 'NCH', 'VMS']",,,"['LINE_BENE_PMT_AMT', 'REV_CNTR_BENE_PMT_AMT']","['Regular', 'CMS']"
123,Claim Line Covered Paid Amount,AN AMOUNT IDENTIFYING THE MEDICARE PAYMENT FOR A LINE ITEM SERVICE.,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_LINE_CVRD_PD_AMT')).amount.value,11.14,,V2_MDCR_CLM_LINE,CLM_LINE_CVRD_PD_AMT,,"['FISS', 'MCS', 'NCH']",,"['CCLF2.CLM_LINE_CVRD_PD_AMT', 'CCLF5.CLM_LINE_CVRD_PD_AMT', 'CCLF6.CLM_LINE_CVRD_PD_AMT']","['LINE_NCH_PMT_AMT', 'REV_CNTR_PMT_AMT_AMT']","['Regular', 'CMS']"
124,Claim Line Blood Deductible Amount,AN AMOUNT IDENTIFYING THE BLOOD DEDUCTIBLE A BENEFICIARY IS RESPONSIBLE FOR ON A DETAIL LINE OF SERVICE.,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_LINE_BLOOD_DDCTBL_AMT')).amount.value,17.11,,V2_MDCR_CLM_LINE,CLM_LINE_BLOOD_DDCTBL_AMT,,['NCH'],,,['REV_CNTR_BLOOD_DDCTBL_AMT'],['CMS']
125,Part B Deductible Amount,"(1) EFFECTIVE WITH NCH VERSION I THE AMOUNT OF CASH DEDUCTIBLE THE BENEFICIARY PAID FOR THE LINE ITEM SERVICE.  NOTE1:  THIS FIELD IS POPULATED FOR THOSE CLAIMS THAT ARE REQUIRED TO PROCESS THROUGH OUTPATIENT PPS PRICER.  THE TYPE OF BILLS (TOB) REQUIRED TO PROCESS THROUGH ARE: 12X, 13X, 14X (EXCEPT MARYLAND PROVIDERS, INDIAN HEALTH PROVIDERS, HOSPITALS LOCATED IN AMERICAN SAMOA, GUAM AND SAIPAN AND CRITICAL ACCESS HOSPITALS (CAH)); 76X; 75X AND 34X IF CERTAIN HCPCS ARE ON THE BILL; AND ANY OUTPATIENT TYPE OF BILL WITH A CONDITION CODE 07 AND CERTAIN HCPCS.  THESE CLAIM TYPES COULD HAVE LINES THAT ARE NOT REQUIRED TO PRICE UNDER OPPS RULES SO THOSE LINES WOULD NOT HAVE DATA IN THIS FIELD.  ADDITIONAL EXCEPTION:  VIRGIN ISLAND HOSPITALS AND HOSPITALS THAT FURNISH ONLY INPATIENT PART B SERVICES WITH DATES OF SERVICE 1/1/02 AND FORWARD.  NOTE2:  IT HAS BEEN DISCOVERED THAT THIS FIELD MAY BE POPULATED WITH DATA ON CLAIMS WITH DATES OF SERVICE PRIOR TO 7/00 (IMPLEMENTATION OF CLAIM LINE EXPANSION OPPS/HHPPS).  THE ORIGINAL UNDERSTANDING OF THE NEW REVENUE CENTER FIELDS WAS THAT DATA WOULD BE POPULATED ON CLAIMS WITH DATES OF SERVICE 7/00 AND FORWARD.  DATA HAS BEEN FOUND IN CLAIMS WITH DATES OF SERVICE PRIOR TO 7/00 BECAUSE THE STANDARD SYSTEMS HAVE PROCESSED ANY CLAIM COMING IN 7/00 AND AFTER, MEETING THE ABOVE CRITERIA, THROUGH THE OUTPATIENT CODE EDITOR (OCE) REGARDLESS OF THE DATES OF SERVICE. [NCH]  (2) THE AMOUNT OF MONEY FOR WHICH THE CARRIER HAS DETERMINED THAT THE BENEFICIARY IS LIABLE FOR THE PART B CASH DEDUCTIBLE FOR THE LINE ITEM SERVICE ON THE NONINSTITUTIONAL CLAIM. [NCH]",ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_LINE_MDCR_DDCTBL_AMT')).amount.value,3.5,,V2_MDCR_CLM_LINE,CLM_LINE_MDCR_DDCTBL_AMT,,"['FISS', 'MCS', 'NCH', 'VMS']",,['CCLFB.CLM_LINE_MDCR_DDCTBL_AMT'],"['REV_CNTR_CASH_DDCTBL_AMT', 'LINE_BENE_PTB_DDCTBL_AMT']","['Regular', 'CMS']"
126,Revenue Center Coinsurance/Wage Adjusted Coinsurance Amount,"EFFECTIVE WITH NCH VERSION I, THE AMOUNT OF COINSURANCE APPLICABLE TO THE LINE ITEM SERVICE DEFINED BY THE REVENUE CENTER AND HCPCS CODES.  FOR THOSE SERVICES SUBJECT TO OUTPATIENT PPS, THE APPLICABLE COINSURANCE IS WAGE ADJUSTED.  NOTE1:  THIS FIELD IS POPULATED FOR THOSE CLAIMS THAT ARE REQUIRED TO PROCESS THROUGH OUTPATIENT PPS PRICER.  THE TYPE OF BILLS (TOB) REQUIRED TO PROCESS THROUGH ARE: 12X, 13X, 14X (EXCEPT MARYLAND PROVIDERS, INDIAN HEALTH PROVIDERS AND CRITICAL ACCESS HOSPITALS (CAH)); 76X; 75X AND 34X IF CERTAIN HCPCS ARE ON THE BILL; AND ANY OUTPATIENT TYPE OF BILL WITH A CONDITION CODE 07 AND CERTAIN HCPCS.  THE ABOVE CLAIM TYPES COULD HAVE LINES THAT ARE NOT REQUIRED TO PRICE UNDER OPPS RULES SO THOSE LINES WOULD NOT HAVE DATA IN THIS FIELD.  NOTE2:  THIS FIELD WILL HAVE EITHER A ZERO (FOR SERVICES FOR WHICH COINSURANCE IS NOT APPLICABLE), A REGULAR COINSURANCE AMOUNT (CALCULATED ON EITHER CHARGES OR A FEE SCHEDULE) OR IF SUBJECT TO OP PPS THE NATIONAL COINSURANCE AMOUNT WILL BE WAGE ADJUSTED. THE WAGE ADJUSTED COINSURANCE IS BASED ON THE MSA WHERE THE PROVIDER IS LOCATED OR ASSIGNED AS A RESULT OF A RECLASSIFICATION.  NOTE3:  IT HAS BEEN DISCOVERED THAT THIS FIELD MAY BE POPULATED WITH DATA ON CLAIMS WITH DATES OF SERVICE PRIOR TO 7/00 (IMPLEMENTATION OF CLAIM LINE EXPANSION OPPS/HHPPS).  THE ORIGINAL UNDERSTANDING OF THE NEW REVENUE CENTER FIELDS WAS THAT DATA WOULD BE POPULATED ON CLAIMS WITH DATES OF SERVICE 7/00 AND FORWARD.  DATA HAS BEEN FOUND IN CLAIMS WITH DATES OF SERVICE PRIOR TO 7/00 BECAUSE THE STANDARD SYSTEMS HAVE PROCESSED ANY CLAIM COMING IN 7/00 AND AFTER, MEETING THE ABOVE CRITERIA, THROUGH THE OUTPATIENT CODE EDITOR (OCE) REGARDLESS OF THE DATES OF SERVICE [NCH]",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_LINE_INSTNL_ADJSTD_AMT')).amount.value,4.5,,V2_MDCR_CLM_LINE_INSTNL,CLM_LINE_INSTNL_ADJSTD_AMT,,"['FISS', 'NCH']",,,['REV_CNTR_COINSRNC_WGE_ADJSTD_C'],['CMS']
127,Revenue Center Reduced Coinsurance Amount,"EFFECTIVE WITH NCH VERSION I, FOR ALL SERVICES SUBJECT TO OUTPATIENT PPS, THE AMOUNT OF COINSURANCE APPLICABLE TO THE LINE FOR A PARTICULAR SERVICE (HCPCS) FOR WHICH THE PROVIDER HAS ELECTED TO REDUCE THE COINSURANCE AMOUNT.  NOTE1:  THIS FIELD IS POPULATED FOR THOSE CLAIMS THAT ARE REQUIRED TO PROCESS THROUGH OUTPATIENT PPS PRICER.  THE TYPE OF BILLS (TOB) REQUIRED TO PROCESS THROUGH ARE: 12X, 13X, 14X (EXCEPT MARYLAND PROVIDERS, INDIAN HEALTH PROVIDERS, HOSPITALS LOCATED IN AMERICAN SAMOA, GUAM AND SAIPAN AND CRITICAL ACCESS HOSPITALS (CAH)); 76X; 75X AND 34X IF CERTAIN HCPCS ARE ON THE BILL; AND ANY OUTPATIENT TYPE OF BILL WITH A CONDITION CODE 07 AND CERTAIN HCPCS.  THESE CLAIM TYPES COULD HAVE LINES THAT ARE NOT REQUIRED TO PRICE UNDER OPPS RULES SO THOSE LINES WOULD NOT HAVE DATA IN THIS FIELD.  ADDITIONAL EXCEPTION:  VIRGIN ISLAND HOSPITALS AND HOSPITALS THAT FURNISH ONLY INPATIENT PART B SERVICES WITH DATES OF SERVICE 1/1/02 AND FORWARD.  NOTE2:  THE REDUCED COINSURANCE AMOUNT CANNOT BE LOWER THAN 20% OF THE PAYMENT RATE FOR THE APC LINE.  NOTE3:  IT HAS BEEN DISCOVERED THAT THIS FIELD MAY BE POPULATED WITH DATA ON CLAIMS WITH DATES OF SERVICE PRIOR TO 7/00 (IMPLEMENTATION OF CLAIM LINE EXPANSION OPPS/HHPPS).  THE ORIGINAL UNDERSTANDING OF THE NEW REVENUE CENTER FIELDS WAS THAT DATA WOULD BE POPULATED ON CLAIMS WITH DATES OF SERVICE 7/00 AND FORWARD.  DATA HAS BEEN FOUND IN CLAIMS WITH DATES OF SERVICE PRIOR TO 7/00 BECAUSE THE STANDARD SYSTEMS HAVE PROCESSED ANY CLAIM COMING IN 7/00 AND AFTER, MEETING THE ABOVE CRITERIA, THROUGH THE OUTPATIENT CODE EDITOR (OCE) REGARDLESS OF THE DATES OF SERVICE. [NCH]",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_LINE_INSTNL_RDCD_AMT')).amount.value,11.11,,V2_MDCR_CLM_LINE_INSTNL,CLM_LINE_INSTNL_RDCD_AMT,,"['FISS', 'NCH']",,,['REV_CNTR_RDCD_COINSRNC_AMT'],['CMS']
128,Revenue Center 1st Medicare Secondary Payer Paid Amount,"EFFECTIVE WITH NCH VERSION I, THE AMOUNT PAID BY THE PRIMARY PAYER WHEN THE PAYER IS PRIMARY TO MEDICARE (MEDICARE IS SECONDARY).  NOTE1:  THIS FIELD IS POPULATED FOR THOSE CLAIMS THAT ARE REQUIRED TO PROCESS THROUGH OUTPATIENT PPS PRICER.  THE TYPE OF BILLS (TOB) REQUIRED TO PROCESS THROUGH ARE: 12X, 13X, 14X (EXCEPT MARYLAND PROVIDERS, INDIAN HEALTH PROVIDERS, HOSPITALS LOCATED IN AMERICAN SAMOA, GUAM AND SAIPAN AND CRITICAL ACCESS HOSPITALS (CAH)); 76X; 75X AND 34X IF CERTAIN HCPCS ARE ON THE BILL; AND ANY OUTPATIENT TYPE OF BILL WITH A CONDITION CODE 07 AND CERTAIN HCPCS.  THESE CLAIM TYPES COULD HAVE LINES THAT ARE NOT REQUIRED TO PRICE UNDER OPPS RULES SO THOSE LINES WOULD NOT HAVE DATA IN THIS FIELD.  ADDITIONAL EXCEPTION:  VIRGIN ISLAND HOSPITALS AND HOSPITALS THAT FURNISH ONLY INPATIENT PART B SERVICES WITH DATES OF SERVICE 1/1/02 AND FORWARD.  NOTE2:  IT HAS BEEN DISCOVERED THAT THIS FIELD MAY BE POPULATED WITH DATA ON CLAIMS WITH DATES OF SERVICE PRIOR TO 7/00 (IMPLEMENTATION OF CLAIM LINE EXPANSION OPPS/HHPPS).  THE ORIGINAL UNDERSTANDING OF THE NEW REVENUE CENTER FIELDS WAS THAT DATA WOULD BE POPULATED ON CLAIMS WITH DATES OF SERVICE 7/00 AND FORWARD.  DATA HAS BEEN FOUND IN CLAIMS WITH DATES OF SERVICE PRIOR TO 7/00 BECAUSE THE STANDARD SYSTEMS HAVE PROCESSED ANY CLAIM COMING IN 7/00 AND AFTER, MEETING THE ABOVE CRITERIA, THROUGH THE OUTPATIENT CODE EDITOR (OCE) REGARDLESS OF THE DATES OF SERVICE. [NCH]",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_LINE_INSTNL_MSP1_PD_AMT')).amount.value,17,,V2_MDCR_CLM_LINE_INSTNL,CLM_LINE_INSTNL_MSP1_PD_AMT,,"['FISS', 'NCH']",,,['REV_CNTR_1ST_MSP_PD_AMT'],['CMS']
129,Revenue Center 2nd Medicare Secondary Payer Paid Amount,"EFFECTIVE WITH NCH VERSION I, THE AMOUNT PAID BY THE SECONDARY PAYER WHEN TWO PAYERS ARE PRIMARY TO MEDICARE (MEDICARE IS THE TERTIARY PAYER).  NOTE1:  THIS FIELD IS POPULATED FOR THOSE CLAIMS THAT ARE REQUIRED TO PROCESS THROUGH OUTPATIENT PPS PRICER.  THE TYPE OF BILLS (TOB) REQUIRED TO PROCESS THROUGH ARE: 12X, 13X, 14X (EXCEPT MARYLAND PROVIDERS, INDIAN HEALTH PROVIDERS, HOSPITALS LOCATED IN AMERICAN SAMOA, GUAM AND SAIPAN AND CRITICAL ACCESS HOSPITALS (CAH)); 76X; 75X AND 34X IF CERTAIN HCPCS ARE ON THE BILL; AND ANY OUTPATIENT TYPE OF BILL WITH A CONDITION CODE 07 AND CERTAIN HCPCS.  THESE CLAIM TYPES COULD HAVE LINES THAT ARE NOT REQUIRED TO PRICE UNDER OPPS RULES SO THOSE LINES WOULD NOT HAVE DATA IN THIS FIELD.  ADDITIONAL EXCEPTION:  VIRGIN ISLAND HOSPITALS AND HOSPITALS THAT FURNISH ONLY INPATIENT PART B SERVICES WITH DATES OF SERVICE 1/1/02 AND FORWARD.  NOTE2:  IT HAS BEEN DISCOVERED THAT THIS FIELD MAY BE POPULATED WITH DATA ON CLAIMS WITH DATES OF SERVICE PRIOR TO 7/00 (IMPLEMENTATION OF CLAIM LINE EXPANSION OPPS/HHPPS).  THE ORIGINAL UNDERSTANDING OF THE NEW REVENUE CENTER FIELDS WAS THAT DATA WOULD BE POPULATED ON CLAIMS WITH DATES OF SERVICE 7/00 AND FORWARD.  DATA HAS BEEN FOUND IN CLAIMS WITH DATES OF SERVICE PRIOR TO 7/00 BECAUSE THE STANDARD SYSTEMS HAVE PROCESSED ANY CLAIM COMING IN 7/00 AND AFTER, MEETING THE ABOVE CRITERIA, THROUGH THE OUTPATIENT CODE EDITOR (OCE) REGARDLESS OF THE DATES OF SERVICE. [NCH]",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_LINE_INSTNL_MSP2_PD_AMT')).amount.value,14.21,,V2_MDCR_CLM_LINE_INSTNL,CLM_LINE_INSTNL_MSP2_PD_AMT,,"['FISS', 'NCH']",,,['REV_CNTR_2ND_MSP_PD_AMT'],['CMS']
130,Revenue Center Date,REVENUE CENTER DATE FOR THE INSTITUTIONAL LINE ITEM.,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.servicedDate,2025-01-01,,V2_MDCR_CLM_LINE_INSTNL,CLM_LINE_INSTNL_REV_CTR_DT,,"['FISS', 'NCH']",,['CCLF2.CLM_LINE_INSTNL_REV_CTR_DT'],['REV_CNTR_DT'],"['Basis', 'Regular', 'CMS']"
131,Claim Active Care From Date,THE DATE THE BENEFICIARYS FROM-DATE OF ACTIVE CARE BEGINS.,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBSupportingInfoType' and category.coding.code='admissionperiod').timing.start,2021-01-01,This element (forming admissionperiod) is not available for some HHA claims due to a CMS data limitation.,V2_MDCR_CLM_DT_SGNTR,CLM_ACTV_CARE_FROM_DT,,"['FISS', 'NCH']",,['CCLFA.CLM_ACTV_CARE_FROM_DT'],"['CLM_HOSPC_START_DT_ID', 'CLM_ADMSN_DT']","['Basis', 'Regular', 'CMS']"
132,Beneficiary Discharge Date,"THE DATE THE BENEFICIARY WAS DISCHARGED FROM THE FACILITY (HOSPITAL, SKILLED NURSING FACILITY, HOME HEALTH AGENCY, OR HOSPICE). [NCH]",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBSupportingInfoType' and category.coding.code='admissionperiod').timing.end,2021-01-02,This element (forming admissionperiod) is not available for some HHA claims due to a CMS data limitation.,V2_MDCR_CLM_DT_SGNTR,CLM_DSCHRG_DT,,"['FISS', 'NCH']",,,['NCH_BENE_DSCHRG_DT'],"['Basis', 'Regular', 'CMS']"
133,Claim Admission Type Code,THE CODE INDICATING THE TYPE AND PRIORITY OF AN INPATIENT ADMISSION ASSOCIATED WITH THE SERVICE ON AN INTERMEDIARY SUBMITTED CLAIM. [NCH],ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBSupportingInfoType' and category.coding.code='admtype').code.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/CLM-ADMSN-TYPE-CD').code,3,,V2_MDCR_CLM_INSTNL,CLM_ADMSN_TYPE_CD,,"['FISS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-ADMSN-TYPE-CD,['CCLF1.CLM_ADMSN_TYPE_CD'],['CLM_IP_ADMSN_TYPE_CD'],"['Basis', 'Regular', 'CMS']"
134,Claim Submission Date,(1) THE DATE THE FISCAL INTERMEDIARY RECEIVED THE INSTITUTIONAL CLAIM FROM THE PROVIDER.[NCH]  (2) THE DATE THE CARRIER RECEIVES THE NON-INSTITUTIONAL CLAIM.[NCH],ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBSupportingInfoType' and category.coding.code='clmrecvddate').timing,2020-01-13,,V2_MDCR_CLM_DT_SGNTR,CLM_SUBMSN_DT,,"['FISS', 'MCS', 'NCH', 'VMS']",,,,"['Basis', 'Regular', 'CMS']"
135,Patient Discharge Status Code,THE CODE USED TO IDENTIFY THE STATUS OF THE PATIENT AS OF THE CLAIM THROUGH DATE [NCH],ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBSupportingInfoType' and category.coding.code='discharge-status').code.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD').code,06,"The two CCW variables here represent the same concept, but only one code system is enumerated here.",V2_MDCR_CLM_INSTNL,BENE_PTNT_STUS_CD,,"['FISS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,['CCLF1.BENE_PTNT_STUS_CD'],"['NCH_PTNT_STATUS_IND_CD', 'PTNT_DSCHRG_STUS_CD']","['Basis', 'Regular', 'CMS']"
136,Claim Diagnosis Related Group Code,"ON AN INSTITUTIONAL CLAIM, THE CODE THAT IDENTIFIES THE DIAGNOSIS RELATED GROUP TO WHICH A BENEFICIARY STAY IS CLASSIFIED FOR PAYMENT PURPOSES. [NCH]",ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBSupportingInfoType' and category.coding.code='drg').code.coding.where(system='https://www.cms.gov/Medicare/Medicare-Fee-for-Service-Payment/AcuteInpatientPPS/MS-DRG-Classifications-and-Software').code,460,,V2_MDCR_CLM_INSTNL,DGNS_DRG_CD,,"['FISS', 'NCH']",,['CCLF1.DGNS_DRG_CD'],['CLM_DRG_CD'],"['Basis', 'Regular', 'CMS']"
137,Blood Pints Furnished Quantity,A QUANTITY INDICATING THE  WHOLE PINTS OF BLOODS FURNISHED TO A BENEFICIARY.,ExplanationOfBenefit,"['Carrier', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_BLOOD_PT_FRNSH_QTY').exists()).value.value,15,,V2_MDCR_CLM,CLM_BLOOD_PT_FRNSH_QTY,,['NCH'],,,['NCH_BLOOD_PNTS_FRNSHD_QTY'],['CMS']
138,MCO Paid Switch,A SWITCH INDICATING WHETHER OR NOT A MANAGED CARE ORGANIZATION (MCO) HAS PAID THE PROVIDER FOR AN INSTITUTIONAL CLAIM. [NCH],ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_MDCR_INSTNL_MCO_PD_SW').exists()).code.coding.code,1,,V2_MDCR_CLM_INSTNL,CLM_MDCR_INSTNL_MCO_PD_SW,,"['FISS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-INSTNL-MCO-PD-SW,,['CLM_MCO_PD_SW'],['CMS']
